"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1090";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1030";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1140";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1130";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1130";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1150";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"112500";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"113000";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"110600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"108800";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"107700";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"107400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"105600";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"99600";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087589";"1.11.2.2.1.1.4.2";"97900";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"240";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"300";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"310";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"360";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"340";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"280";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"320";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"370";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087777";"1.11.4.2.1.1.4.1";"370";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"45200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"45800";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"46700";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"44300";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"47600";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"42400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"47400";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"47900";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Arts visuels et d’interprétation, et technologie des communications [2]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087778";"1.11.4.2.1.1.4.2";"53500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"560";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"610";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"530";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"610";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"650";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"560";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"570";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087966";"1.11.7.2.1.1.4.1";"560";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"60200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"56900";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"59800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"60800";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"62100";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"61500";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"62000";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"61300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences humaines [3]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664087967";"1.11.7.2.1.1.4.2";"64000";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664088155";"1.11.16.2.1.1.4.1";"1300";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664088155";"1.11.16.2.1.1.4.1";"1520";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664088155";"1.11.16.2.1.1.4.1";"1590";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664088155";"1.11.16.2.1.1.4.1";"1610";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664088155";"1.11.16.2.1.1.4.1";"1600";"";"";"";"0"
