"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2012";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"118600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"125100";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"123400";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"129400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"129200";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"125000";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664098473";"1.9.1.2.1.1.4.2";"127800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1270";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1430";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1480";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1590";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1570";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1580";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1620";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1570";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099202";"1.9.16.2.1.1.4.1";"1640";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"118800";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"113800";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"112500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"116900";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"114900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"118400";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"121700";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"117200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Sciences sociales et de comportements, et droit [4]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099203";"1.9.16.2.1.1.4.2";"120100";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"60";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"50";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"50";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"60";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"40";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"50";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"40";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"50";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099386";"1.9.47.2.1.1.4.1";"50";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"103200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"109000";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"116600";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"114500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"106800";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"105600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"123300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"105400";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Agriculture, ressources naturelles et conservation [9]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099387";"1.9.47.2.1.1.4.2";"121500";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1140";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1280";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1280";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1360";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1400";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1450";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1480";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1420";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664099562";"1.9.50.2.1.1.4.1";"1490";"";"";"";"0"
"2010";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"131300";"";"";"";"0"
"2011";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"128800";"";"";"";"0"
"2012";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"127500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"135200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"132900";"";"";"";"0"
"2015";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"140000";"";"";"";"0"
"2016";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"139300";"";"";"";"0"
"2017";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"137200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Grade professionnel";"Santé et domaines connexes [10]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664099563";"1.9.50.2.1.1.4.2";"136800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"12520";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"13930";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"14940";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"16030";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"16190";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"16630";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"17170";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"17590";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664079986";"1.11.1.2.1.1.4.1";"19150";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"99200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"97100";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"97100";"";"";"";"0"
"2013";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"97500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"97100";"";"";"";"0"
"2015";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"97900";"";"";"";"0"
"2016";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"98700";"";"";"";"0"
"2017";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"96300";"";"";"";"0"
"2018";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Total, domaine d'études";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664079987";"1.11.1.2.1.1.4.2";"96900";"";"";"";"0"
"2010";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"930";"";"";"";"0"
"2011";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"1020";"";"";"";"0"
"2012";"Canada";"2021A11124";"Maîtrise (Grade de deuxième cycle)";"Éducation [1]";"Homme";"15 à 64 ans" ;"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664087588";"1.11.2.2.1.1.4.1";"940";"";"";"";"0"
